"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2441","DownloadFile","PlaywrightDemoQA","Thu Mar 05 21:05:28 UTC 2026","passed","Thu Mar 05 21:05:31 UTC 2026","UploadDownloadTests","PlaywrightDemoQA.Tests.Elements","UploadDownloadTests","DownloadFile"
"","2522","test_submenu_navigation","PlaywrightDemoQA","Thu Mar 05 21:06:35 UTC 2026","passed","Thu Mar 05 21:06:38 UTC 2026","MenuTests","PlaywrightDemoQA.Tests.Widgets","MenuTests","test_submenu_navigation"
"","2528","Test_Select_Parent_Checkbox","PlaywrightDemoQA","Thu Mar 05 21:05:10 UTC 2026","passed","Thu Mar 05 21:05:12 UTC 2026","CheckBoxTests","PlaywrightDemoQA.Tests.Elements","CheckBoxTests","Test_Select_Parent_Checkbox"
"","2573","test_select_one_dropdown","PlaywrightDemoQA","Thu Mar 05 21:07:23 UTC 2026","passed","Thu Mar 05 21:07:26 UTC 2026","SelectMenuTests","PlaywrightDemoQA.Tests.Widgets","SelectMenuTests","test_select_one_dropdown"
"","13358","Test_Stop_And_Resume_Progress","PlaywrightDemoQA","Thu Mar 05 21:07:04 UTC 2026","passed","Thu Mar 05 21:07:18 UTC 2026","ProgressBarTests","PlaywrightDemoQA.Tests.Widgets","ProgressBarTests","Test_Stop_And_Resume_Progress"
"","2650","test_select_grid_items","PlaywrightDemoQA","Thu Mar 05 21:05:57 UTC 2026","passed","Thu Mar 05 21:06:00 UTC 2026","SelectableTests","PlaywrightDemoQA.Tests.Interactions","SelectableTests","test_select_grid_items"
"","2464","Selectable_List_Test","PlaywrightDemoQA","Thu Mar 05 21:05:54 UTC 2026","passed","Thu Mar 05 21:05:57 UTC 2026","SelectableTests","PlaywrightDemoQA.Tests.Interactions","SelectableTests","Selectable_List_Test"
"","2527","OpenNewWindow_And_VerifyContent","PlaywrightDemoQA","Thu Mar 05 21:03:58 UTC 2026","passed","Thu Mar 05 21:04:00 UTC 2026","BrowserWindowsTests","PlaywrightDemoQA.Tests.AlertsFrameWindows","BrowserWindowsTests","OpenNewWindow_And_VerifyContent"
"","13300","Test_Start_ProgressBar","PlaywrightDemoQA","Thu Mar 05 21:06:51 UTC 2026","passed","Thu Mar 05 21:07:04 UTC 2026","ProgressBarTests","PlaywrightDemoQA.Tests.Widgets","ProgressBarTests","Test_Start_ProgressBar"
"","2365","BigFrame","PlaywrightDemoQA","Thu Mar 05 21:04:00 UTC 2026","passed","Thu Mar 05 21:04:03 UTC 2026","FramesTests","PlaywrightDemoQA.Tests.AlertsFrameWindows","FramesTests","BigFrame"
"","2685","TextBox_FillForm_DisplaysData","PlaywrightDemoQA","Thu Mar 05 21:05:23 UTC 2026","passed","Thu Mar 05 21:05:25 UTC 2026","TextBoxTests","PlaywrightDemoQA.Tests.Elements","TextBoxTests","TextBox_FillForm_DisplaysData"
"","2572","test_tab_content_display","PlaywrightDemoQA","Thu Mar 05 21:07:36 UTC 2026","passed","Thu Mar 05 21:07:39 UTC 2026","TabsTests","PlaywrightDemoQA.Tests.Widgets","TabsTests","test_tab_content_display"
"","2527","test_sort_grid_items","PlaywrightDemoQA","Thu Mar 05 21:06:03 UTC 2026","passed","Thu Mar 05 21:06:06 UTC 2026","SortableTests","PlaywrightDemoQA.Tests.Interactions","SortableTests","test_sort_grid_items"
"","2426","OpenNewTab_And_VerifyContent","PlaywrightDemoQA","Thu Mar 05 21:03:55 UTC 2026","passed","Thu Mar 05 21:03:58 UTC 2026","BrowserWindowsTests","PlaywrightDemoQA.Tests.AlertsFrameWindows","BrowserWindowsTests","OpenNewTab_And_VerifyContent"
"","3076","test_multiselect_dropdown","PlaywrightDemoQA","Thu Mar 05 21:07:18 UTC 2026","passed","Thu Mar 05 21:07:21 UTC 2026","SelectMenuTests","PlaywrightDemoQA.Tests.Widgets","SelectMenuTests","test_multiselect_dropdown"
"","2711","SmallModal","PlaywrightDemoQA","Thu Mar 05 21:04:08 UTC 2026","passed","Thu Mar 05 21:04:10 UTC 2026","ModalDialogsTests","PlaywrightDemoQA.Tests.AlertsFrameWindows","ModalDialogsTests","SmallModal"
"","2241","test_main_menu_items_clickable","PlaywrightDemoQA","Thu Mar 05 21:06:24 UTC 2026","passed","Thu Mar 05 21:06:26 UTC 2026","MenuTests","PlaywrightDemoQA.Tests.Widgets","MenuTests","test_main_menu_items_clickable"
"","3628","test_button_hover_tooltip","PlaywrightDemoQA","Thu Mar 05 21:07:39 UTC 2026","passed","Thu Mar 05 21:07:42 UTC 2026","ToolTipsTests","PlaywrightDemoQA.Tests.Widgets","ToolTipsTests","test_button_hover_tooltip"
"","2771","Accordian_Test","PlaywrightDemoQA","Thu Mar 05 21:06:08 UTC 2026","passed","Thu Mar 05 21:06:11 UTC 2026","AccordianTests","PlaywrightDemoQA.Tests.Widgets","AccordianTests","Accordian_Test"
"","2363","RightClickButton","PlaywrightDemoQA","Thu Mar 05 21:04:15 UTC 2026","passed","Thu Mar 05 21:04:17 UTC 2026","ButtonsTests","PlaywrightDemoQA.Tests.Elements","ButtonsTests","RightClickButton"
